id,cgpa,tenth_percentage,twelfth_percentage,backlog_history_count,programming_score,sql_score,dsa_score,web_dev_score,git_score,cloud_score,aptitude_score,logical_score,coding_score,communication_score,interview_score,presentation_score,verified_project_count,project_complexity_score,verified_internship_count,verified_certification_count,open_source_score,hackathon_score,leadership_score,placed
1223,7.27,79.5,75.7,2,66,53,67,71,48,54,66,71,63,45,40,44,0,0,0,1,23,0,0,0
1224,7.53,83.0,79.0,0,59,57,56,58,62,54,73,68,60,59,56,56,1,66,2,0,44,0,0,1
1225,6.67,74.0,80.8,0,64,46,71,48,70,50,70,67,61,58,51,59,1,46,0,1,0,32,0,0
1226,7.83,88.0,78.3,0,70,65,63,54,74,64,75,75,63,65,53,52,0,0,1,0,35,0,0,1
1227,7.68,77.6,75.4,0,79,58,69,65,74,62,78,67,73,64,65,69,0,0,0,2,43,0,0,1
1228,8.07,76.7,82.0,2,61,60,70,66,58,56,72,66,80,69,63,64,2,69,2,1,0,30,32,1
1229,7.19,81.4,80.5,0,88,70,66,69,64,90,54,62,76,51,54,46,0,0,2,1,15,0,0,1
1230,7.28,77.9,82.2,0,77,75,68,58,70,65,81,74,77,72,62,70,1,49,1,3,0,77,0,1
1231,7.72,76.2,74.4,0,44,43,51,34,58,24,43,45,55,67,63,49,0,0,0,0,43,14,0,0
1232,7.32,76.7,75.3,0,70,61,76,72,72,70,87,83,76,59,59,45,2,64,1,0,0,39,0,1
1233,6.59,77.4,77.2,0,61,37,62,53,53,39,71,64,57,51,53,52,2,56,0,1,51,54,0,1
1234,6.49,66.5,74.3,0,66,48,50,55,59,40,52,51,48,55,42,57,2,55,0,3,0,0,16,0
1235,6.88,92.5,73.4,0,74,46,70,58,62,47,73,74,73,68,64,60,0,0,0,2,0,10,0,1
1236,6.49,73.0,60.3,0,91,75,68,70,79,68,69,71,85,67,65,69,1,80,0,1,71,86,0,1
1237,7.34,89.0,83.4,0,62,48,52,48,58,35,61,61,57,75,64,64,1,52,1,0,36,0,66,1
1238,5.98,70.3,77.9,0,52,41,62,36,52,41,70,68,56,68,57,59,0,0,0,1,0,39,0,1
1239,7.07,70.5,72.3,0,75,71,72,68,69,53,66,68,70,57,58,54,0,0,1,2,60,49,0,1
1240,7.15,82.2,74.7,3,71,58,71,65,67,57,70,69,71,71,65,53,1,87,1,1,59,40,0,1
1241,8.01,91.4,86.7,0,71,63,68,73,66,55,72,72,67,68,69,60,2,83,1,0,0,45,0,1
1242,7.34,86.3,79.8,0,69,48,66,58,64,49,62,55,72,66,69,70,0,0,0,2,0,0,0,1
1243,7.49,82.4,76.9,0,64,65,69,61,67,63,76,66,71,64,65,71,0,0,0,2,15,32,47,1
1244,6.57,76.2,72.0,0,79,63,80,58,67,66,66,64,67,57,66,61,0,0,2,0,54,0,0,1
1245,8.63,90.4,88.2,1,57,62,63,56,68,46,61,54,59,57,63,53,1,65,1,0,42,35,0,1
1246,7.44,76.8,82.2,0,75,70,64,76,75,68,70,71,66,54,62,61,0,0,1,3,35,31,0,1
1247,7.01,78.3,81.3,1,66,54,56,60,54,62,57,48,58,64,59,63,0,0,0,0,0,0,0,1
1248,7.38,84.4,76.8,2,67,49,63,53,64,55,81,68,63,46,54,60,0,0,0,1,0,17,0,1
1249,8.22,91.5,80.9,0,59,55,71,54,56,40,69,72,64,60,61,47,1,60,1,1,0,0,0,1
1250,9.18,93.3,83.4,0,71,56,69,65,65,49,81,73,68,45,55,55,0,0,0,0,0,10,0,1
1251,8.46,86.3,79.8,0,74,55,79,79,69,67,73,65,80,59,62,62,2,67,0,2,0,0,0,1
1252,8.03,76.9,79.1,0,64,60,58,63,77,52,65,66,63,65,58,64,0,0,0,0,0,0,37,0
1253,8.53,88.7,79.4,0,67,59,65,64,66,38,58,56,56,61,60,56,0,0,0,1,0,10,0,1
1254,6.77,71.6,74.2,1,55,50,65,50,49,41,71,71,61,57,61,54,2,87,1,0,90,90,0,1
1255,7.0,82.1,86.3,2,63,49,54,57,57,58,53,59,55,61,65,56,1,53,2,1,29,33,0,0
1256,7.04,87.7,71.8,2,56,49,53,48,47,38,70,61,54,59,55,55,3,54,1,2,49,28,53,1
1257,7.61,73.0,69.9,2,63,54,56,58,63,58,57,65,62,66,61,55,0,0,1,3,0,0,0,1
1258,7.32,79.7,72.3,0,72,61,65,68,54,41,60,66,55,52,69,62,1,54,1,0,0,56,31,1
1259,8.02,87.6,79.2,1,69,50,60,57,64,51,61,72,54,56,51,68,1,88,1,1,83,0,29,1
1260,8.04,86.7,76.6,1,72,54,75,68,65,58,72,60,69,50,62,53,0,0,1,0,0,0,0,1
1261,7.37,87.0,88.1,1,62,47,72,67,70,66,70,73,69,57,42,44,0,0,0,2,68,63,0,1
1262,5.38,64.8,67.3,0,77,59,63,67,52,54,59,59,64,66,57,62,0,0,0,0,21,11,20,1
1263,8.13,78.1,79.3,1,66,57,60,57,66,54,73,62,65,68,61,58,0,0,2,1,62,0,0,1
1264,6.84,80.4,78.4,2,57,44,58,46,51,59,64,62,58,71,63,71,0,0,0,0,0,26,61,1
1265,8.39,89.0,81.1,0,64,41,57,58,57,57,66,70,61,60,63,50,0,0,0,3,0,0,0,0
1266,5.39,68.0,62.3,1,68,48,52,50,59,44,45,54,56,65,62,60,0,0,0,0,0,0,0,0
1267,7.37,84.9,78.7,2,61,65,57,64,63,57,64,64,57,59,56,55,1,48,1,2,62,53,0,1
1268,7.43,77.2,77.3,0,77,54,74,75,73,61,78,79,77,53,66,51,0,0,1,0,0,20,0,1
1269,7.23,80.3,71.7,0,50,33,33,41,47,39,53,45,42,54,42,49,0,0,0,0,0,0,0,0
1270,7.86,76.1,81.4,0,53,36,53,38,42,37,72,57,62,69,46,59,0,0,1,2,41,53,0,1
1271,8.91,87.2,81.5,0,58,47,65,44,57,51,64,59,57,42,43,42,0,0,0,1,0,0,0,0
1272,6.52,63.6,70.9,1,59,43,51,60,60,52,54,53,59,56,59,60,0,0,0,1,53,0,0,0
1273,7.38,68.2,73.9,0,71,73,64,64,78,61,60,60,66,62,59,46,3,61,0,0,0,0,0,1
1274,6.99,75.9,67.9,1,76,72,64,76,75,65,54,59,60,78,68,77,0,0,1,1,43,0,0,1
1275,6.19,74.2,73.6,1,64,56,68,50,60,51,73,64,60,59,67,66,0,0,0,0,0,0,0,1
1276,6.9,73.2,87.8,0,73,62,59,62,68,62,67,69,71,70,62,69,2,61,1,3,0,30,0,1
1277,7.53,77.3,82.7,0,70,57,69,58,53,45,64,62,66,59,63,50,0,0,0,1,52,0,0,1
1278,6.53,77.1,79.3,0,63,53,47,48,56,48,53,47,59,52,53,53,0,0,0,2,0,30,0,1
1279,6.75,76.9,78.5,1,72,54,72,65,73,61,74,68,76,69,58,61,0,0,1,1,0,58,32,1
1280,7.89,79.1,75.0,0,74,68,70,64,59,49,76,62,71,51,51,61,1,93,2,3,85,61,0,0
1281,7.78,82.2,89.4,0,62,52,56,57,54,42,63,51,63,71,53,51,0,0,2,1,0,50,34,1
1282,7.74,85.6,77.4,1,49,58,51,55,57,36,63,51,55,51,49,53,3,42,0,0,43,47,0,0
1283,7.02,78.4,73.8,0,70,54,62,61,67,58,67,69,54,69,59,61,0,0,0,0,0,0,52,1
1284,6.96,76.0,72.7,0,86,70,63,66,75,63,76,72,74,81,65,62,0,0,0,2,33,20,0,1
1285,8.21,81.5,83.8,1,72,65,69,68,56,61,72,69,59,57,55,52,0,0,0,1,0,0,0,1
1286,5.83,65.7,57.3,0,64,47,55,61,55,44,60,63,70,59,59,50,0,0,0,0,0,0,0,0
1287,6.29,68.8,77.6,0,65,54,67,58,55,65,75,75,71,52,57,51,4,66,1,2,61,0,0,1
1288,8.34,83.9,78.0,0,53,43,57,42,44,30,65,59,64,57,48,45,0,0,1,0,0,0,0,0
1289,8.12,89.4,80.0,1,56,44,73,64,63,44,81,61,62,42,50,36,0,0,1,0,0,0,0,1
1290,7.48,86.2,79.9,0,76,62,69,58,78,60,52,63,63,64,58,70,0,0,1,0,0,0,0,1
1291,7.82,77.1,86.1,0,65,68,66,70,60,55,62,60,69,92,72,78,0,0,1,1,0,0,85,1
1292,7.46,83.1,88.7,2,69,60,65,65,62,61,66,73,72,62,62,55,0,0,1,1,0,0,35,1
1293,6.78,87.6,77.6,1,63,63,69,63,70,41,64,71,68,74,69,70,2,85,1,0,89,54,0,1
1294,6.81,84.7,84.2,2,69,57,58,55,61,60,51,62,60,55,63,58,0,0,1,0,0,0,0,1
1295,7.28,77.2,79.1,0,50,32,47,40,44,37,54,56,49,54,63,51,0,0,0,1,0,0,0,0
1296,8.01,82.8,81.5,0,61,50,73,59,61,63,71,65,73,59,56,55,4,57,0,3,0,0,0,1
1297,8.41,85.3,89.3,0,66,67,71,59,65,54,67,60,71,55,60,48,3,77,1,0,62,0,0,1
1298,7.25,74.6,81.0,1,68,52,69,65,57,62,50,44,60,70,69,68,0,0,1,2,52,52,0,1
1299,7.36,73.5,82.3,0,60,46,64,55,62,59,68,68,58,56,50,55,0,0,1,0,41,39,0,1
1300,9.35,92.6,87.6,0,63,46,58,41,51,41,65,59,57,65,52,56,0,0,0,0,0,0,31,0
1301,8.88,91.1,94.5,0,71,62,69,66,68,46,74,66,53,54,51,44,0,0,2,0,59,33,0,1
1302,6.39,61.7,73.3,1,72,62,67,69,69,57,56,61,69,54,58,58,0,0,2,0,0,0,44,1
1303,7.7,84.0,82.2,0,58,34,61,36,62,47,63,54,49,30,57,48,0,0,0,0,0,0,0,0
1304,7.73,84.1,81.0,2,80,72,61,66,70,63,46,54,55,55,62,51,2,74,1,2,41,63,0,1
1305,8.67,88.8,89.9,0,76,60,74,67,76,67,73,62,68,52,46,50,0,0,0,0,0,0,0,1
1306,7.65,81.7,72.9,2,64,56,62,64,74,50,68,70,66,66,56,53,1,66,1,0,62,61,0,1
1307,6.03,68.4,69.8,1,69,58,65,67,64,49,69,69,66,65,64,67,2,69,1,2,44,48,0,1
1308,7.93,86.2,74.1,3,64,62,57,61,54,51,67,56,58,51,50,47,0,0,0,1,0,10,0,0
1309,8.26,85.3,88.5,0,59,64,61,49,61,48,67,62,61,71,68,62,0,0,0,2,0,0,0,1
1310,8.26,85.4,87.8,0,72,64,73,66,73,60,70,67,80,55,51,47,0,0,1,2,12,0,29,1
1311,5.22,67.4,65.3,1,42,29,42,37,44,37,63,50,45,58,62,50,0,0,1,0,0,0,0,0
1312,7.99,84.7,83.7,0,72,56,57,65,68,59,59,63,63,65,69,59,0,0,1,1,0,49,0,1
1313,8.06,83.0,78.5,2,91,86,87,76,89,71,85,79,82,55,62,49,1,76,0,1,49,29,41,1
1314,7.13,78.8,78.5,0,75,58,78,72,63,51,71,71,72,65,53,58,0,0,1,1,0,0,31,1
1315,7.8,78.6,81.4,0,73,61,64,69,57,56,67,63,68,63,64,61,0,0,1,2,0,10,0,1
1316,7.36,73.1,78.0,3,85,81,69,63,78,69,67,73,67,50,70,51,0,0,0,1,0,0,10,1
1317,8.17,85.4,84.5,0,69,55,60,57,65,60,54,56,54,68,60,46,0,0,0,2,0,16,51,1
1318,6.12,69.2,68.6,1,73,55,74,65,61,59,55,69,70,60,70,48,0,0,1,2,0,18,21,0
1319,7.3,82.6,84.4,0,75,63,72,68,69,54,56,57,69,54,61,50,0,0,0,1,0,0,10,1
1320,7.38,78.0,77.6,2,63,60,60,66,55,40,64,59,63,82,68,60,1,66,0,2,0,0,0,1
1321,6.22,68.3,68.7,0,72,71,71,62,73,58,69,72,72,67,58,58,2,69,0,0,68,32,0,1
1322,7.17,79.5,76.1,1,52,42,53,46,44,36,59,70,53,67,56,59,1,80,0,2,0,48,0,1
1323,8.11,90.9,73.6,0,81,64,86,69,67,51,72,76,75,56,50,52,0,0,0,1,0,0,0,1
1324,6.03,67.2,70.5,0,61,52,63,53,57,58,68,71,58,54,64,51,1,49,0,0,43,0,0,1
1325,7.53,71.4,73.4,0,59,52,64,58,67,46,62,62,61,47,54,58,0,0,0,0,48,44,0,0
1326,6.77,83.4,75.6,3,65,49,60,58,57,47,71,61,62,50,61,63,0,0,1,1,38,35,13,0
1327,7.01,80.8,78.0,1,65,58,66,60,61,58,68,62,66,40,56,41,0,0,0,2,0,0,0,1
1328,7.73,83.1,76.0,0,78,74,75,65,65,60,74,65,80,64,57,53,0,0,0,0,0,0,0,1
1329,6.35,73.8,73.8,0,72,52,68,58,74,58,61,65,69,52,64,59,0,0,1,0,0,0,62,1
1330,8.41,80.2,79.9,0,72,66,71,76,78,70,68,75,71,62,56,52,0,0,0,2,41,0,0,1
1331,8.15,80.3,74.2,0,64,48,63,61,60,49,64,69,67,45,52,44,0,0,0,1,0,0,0,0
1332,6.85,79.5,77.1,0,70,54,59,59,65,54,61,61,65,65,65,61,3,72,0,1,0,0,0,1
1333,7.67,79.6,77.7,1,91,68,80,69,69,68,63,63,76,62,62,53,0,0,0,0,0,0,0,1
1334,8.37,86.6,81.6,0,72,54,63,63,69,55,67,68,63,44,59,58,2,71,0,0,0,58,0,1
1335,7.74,80.8,73.3,0,68,66,65,71,67,54,70,62,65,59,61,52,0,0,0,1,0,0,0,1
1336,6.1,68.8,75.9,1,74,70,68,76,64,64,80,78,75,56,69,53,0,0,0,2,0,10,0,0
1337,8.78,92.9,89.7,0,65,52,65,60,71,40,60,60,56,69,64,64,1,69,1,0,49,0,0,1
1338,6.87,79.5,68.8,1,63,57,55,46,65,44,70,79,60,63,65,62,3,49,0,2,0,0,0,1
1339,7.29,78.8,69.4,0,74,75,68,56,68,52,68,62,74,58,61,51,0,0,0,1,0,0,0,0
1340,7.32,80.2,79.8,0,69,65,75,71,66,55,73,65,58,69,66,60,0,0,1,0,61,79,50,1
1341,8.76,89.1,82.2,0,74,71,72,76,84,69,65,64,74,67,65,62,1,73,2,1,0,32,41,1
1342,7.46,83.8,71.5,0,65,62,67,50,61,49,65,68,59,56,64,71,0,0,1,0,58,0,0,1
1343,8.65,84.1,90.9,0,50,33,50,48,40,36,77,68,54,58,56,53,0,0,1,1,42,0,0,0
1344,7.61,78.6,76.3,0,57,56,62,54,62,48,72,65,59,63,52,61,1,89,1,0,58,64,48,1
1345,6.62,74.7,72.3,1,90,67,85,74,84,66,78,75,79,51,61,46,1,69,0,0,57,39,0,1
1346,6.56,74.6,73.7,1,69,61,57,74,75,57,63,66,70,70,68,72,0,0,1,0,51,0,0,1
1347,7.58,81.1,85.1,0,68,57,64,59,61,53,70,70,59,53,55,51,1,61,2,0,33,0,0,1
1348,8.76,88.9,87.2,1,62,56,63,54,59,44,69,72,76,70,51,57,0,0,0,2,0,0,0,1
1349,7.93,80.1,87.0,2,60,57,59,51,53,58,61,64,69,55,56,49,0,0,0,0,0,0,17,0
1350,8.15,94.6,88.6,0,69,61,70,59,72,65,68,66,73,73,72,58,0,0,2,3,34,0,65,1
1351,7.97,84.4,83.6,1,75,51,66,68,69,66,53,51,55,62,60,61,0,0,0,0,26,0,37,1
1352,7.02,76.6,72.3,1,70,69,72,62,67,54,59,54,61,45,59,50,1,69,1,0,0,0,0,1
1353,7.33,85.7,79.4,0,34,34,41,31,38,26,63,57,39,45,30,51,1,44,0,0,0,21,0,0
1354,7.33,75.7,85.1,1,59,41,54,44,53,46,50,39,63,45,38,39,0,0,0,0,13,0,0,0
1355,7.92,78.2,80.4,0,64,50,62,54,61,53,59,57,73,66,63,49,3,66,0,0,0,55,0,1
1356,7.7,79.1,81.4,0,50,43,70,43,48,41,84,74,64,56,54,55,0,0,0,1,0,10,0,0
1357,6.77,70.9,75.7,0,64,53,60,58,69,52,49,55,54,52,57,55,3,64,0,1,54,45,10,0
1358,7.01,74.6,73.3,2,66,57,66,59,57,54,55,52,51,70,70,68,0,0,0,1,40,21,64,1
1359,6.4,71.3,64.6,0,56,58,64,55,54,50,73,68,57,66,52,53,0,0,1,0,42,0,28,1
1360,6.8,78.7,70.9,1,77,55,68,69,69,57,77,67,67,46,57,51,1,52,0,0,0,0,0,1
1361,7.48,85.5,84.1,1,64,69,61,60,59,62,59,57,61,66,63,65,0,0,2,1,44,0,80,1
1362,7.56,81.7,83.5,1,55,54,56,56,58,62,70,51,60,64,63,57,0,0,0,2,37,0,0,1
1363,7.6,89.8,79.7,1,65,60,63,53,66,54,74,72,79,68,56,64,1,84,0,1,74,55,0,1
1364,7.94,83.1,89.1,1,79,64,72,65,72,57,82,79,62,60,57,57,0,0,0,1,0,0,22,1
1365,8.29,83.3,85.1,0,70,53,65,63,54,55,81,69,65,58,68,61,0,0,0,0,0,0,0,1
1366,6.13,65.3,68.6,0,69,53,72,60,58,53,71,70,69,51,53,53,4,55,0,3,0,0,0,1
1367,6.76,70.3,77.3,0,45,40,49,44,51,33,66,61,61,54,57,44,0,0,0,0,0,10,0,1
1368,8.24,86.9,90.9,0,56,47,58,49,52,46,65,62,56,55,55,58,0,0,0,1,0,0,0,1
1369,7.52,85.9,77.1,0,58,72,61,62,58,52,60,66,61,63,60,65,1,74,0,0,0,51,0,1
1370,5.68,70.5,72.4,3,56,57,65,53,69,54,63,46,68,54,65,62,0,0,0,1,43,23,0,0
1371,8.01,87.1,82.9,0,63,50,62,52,61,44,56,61,64,58,49,61,0,0,1,0,0,32,0,1
1372,6.85,77.1,81.8,3,76,65,55,61,68,67,47,46,60,75,78,71,0,0,1,2,0,25,59,1
1373,8.31,92.7,91.3,0,79,54,67,63,68,56,67,66,71,37,48,42,0,0,1,2,0,18,0,0
1374,8.2,85.0,82.7,0,65,61,64,62,69,47,56,65,64,70,65,74,0,0,0,0,0,0,64,0
1375,8.06,88.2,89.5,3,44,36,49,37,63,45,68,57,42,44,56,57,0,0,0,1,54,48,0,0
1376,6.78,77.4,71.1,0,62,40,55,50,60,40,75,68,69,58,47,49,4,51,1,0,0,0,0,1
1377,6.57,77.5,73.0,0,70,67,64,65,63,64,65,68,68,55,64,59,0,0,1,0,0,0,31,1
1378,5.93,66.4,63.6,1,64,61,59,53,60,50,64,67,68,61,64,49,0,0,0,0,0,0,0,0
1379,7.3,85.7,80.7,1,67,51,62,63,72,59,57,60,61,53,58,61,0,0,0,2,14,0,0,0
1380,8.85,89.9,78.9,0,70,67,54,53,67,44,60,59,71,68,52,63,0,0,0,0,0,0,0,1
1381,6.24,74.0,73.6,0,53,54,46,46,63,39,59,56,59,49,51,55,3,59,1,0,42,0,0,0
1382,9.9,95.9,86.7,2,58,40,46,50,58,34,62,63,61,48,61,56,0,0,0,3,19,0,20,0
1383,7.58,81.5,80.2,0,75,47,67,64,54,51,69,65,70,56,55,55,1,56,2,2,10,0,0,1
1384,6.81,73.4,77.6,1,65,53,68,57,65,44,81,67,63,49,56,62,0,0,0,0,0,0,0,0
1385,8.42,83.3,79.5,1,80,69,74,67,71,70,78,77,78,58,62,55,1,73,0,0,0,75,0,1
1386,6.97,72.7,76.7,0,64,61,58,56,65,37,72,71,64,53,56,59,0,0,0,0,0,0,39,1
1387,7.35,79.5,73.7,1,62,53,58,56,62,42,62,62,66,74,59,70,0,0,0,0,0,0,39,0
1388,8.38,83.2,81.7,3,63,52,55,56,61,52,56,43,60,52,60,50,2,59,0,0,0,0,10,1
1389,7.05,71.9,76.9,0,72,56,74,65,66,58,81,65,69,54,54,56,1,54,1,0,43,0,0,1
1390,8.72,96.0,73.0,0,63,57,46,47,53,41,58,48,52,66,59,57,0,0,0,1,0,39,56,1
1391,7.34,82.7,78.0,1,54,60,49,56,53,50,58,63,61,70,54,55,0,0,0,1,0,10,0,0
1392,7.91,78.7,87.4,0,65,43,67,50,57,41,72,65,68,77,58,60,2,79,2,0,73,0,0,1
1393,7.59,77.8,80.2,3,74,57,73,61,58,56,62,61,57,47,58,58,2,64,0,0,44,0,0,0
1394,6.32,67.8,72.1,1,71,64,48,60,67,56,51,65,51,42,61,47,0,0,0,0,0,28,0,0
1395,8.52,94.7,88.2,3,54,39,46,43,45,30,65,48,53,70,71,49,0,0,0,3,0,0,27,1
1396,7.2,80.4,73.1,1,67,56,77,58,55,41,72,66,62,49,62,55,1,54,0,1,57,31,0,0
1397,8.4,84.4,80.1,1,78,59,82,62,58,55,81,68,77,47,57,56,0,0,1,1,0,41,0,1
1398,7.3,80.2,73.5,1,65,51,60,60,51,55,71,65,59,60,54,58,0,0,2,2,0,0,33,1
1399,6.67,80.2,79.7,0,65,58,62,66,60,61,57,53,60,66,61,71,0,0,0,3,0,0,47,0
1400,7.22,84.7,78.7,0,66,54,64,63,54,52,63,56,63,59,52,50,2,73,0,1,0,0,0,1
1401,7.42,75.4,82.4,0,60,52,47,62,47,38,53,58,52,57,53,54,0,0,0,0,0,10,0,0
1402,8.35,85.9,68.7,1,75,54,56,60,67,48,64,60,66,45,53,41,0,0,0,2,0,0,0,1
1403,6.35,72.6,70.7,1,62,50,63,56,71,55,65,59,57,70,61,70,0,0,1,1,39,0,58,1
1404,6.45,72.8,68.7,1,72,60,72,62,66,67,74,67,72,61,64,52,0,0,2,0,49,33,0,1
1405,6.99,80.5,76.2,0,85,59,73,78,72,74,63,68,80,60,72,60,2,51,0,1,0,45,0,1
1406,7.15,84.1,75.5,3,59,60,63,54,61,34,67,67,59,74,56,66,3,77,1,3,81,90,0,1
1407,5.18,69.8,67.1,3,37,39,44,40,44,44,60,52,53,55,53,42,3,39,1,3,57,0,0,0
1408,6.58,71.8,73.9,1,56,47,51,54,53,43,61,62,62,58,51,60,2,57,1,1,0,0,0,0
1409,6.49,80.2,82.0,2,86,59,68,66,76,54,67,63,64,57,58,55,0,0,1,0,49,0,16,0
1410,7.47,90.1,73.5,0,73,58,70,68,76,58,78,66,66,56,65,60,1,69,0,0,0,63,62,1
1411,6.94,83.3,84.0,1,77,64,84,62,52,63,78,69,79,62,61,52,0,0,0,2,64,61,0,1
1412,7.69,77.3,76.4,0,51,35,57,48,50,35,66,49,57,75,58,66,0,0,0,1,0,0,83,0
1413,7.59,80.6,75.8,1,73,61,70,65,56,42,58,55,71,48,53,61,0,0,2,2,0,0,0,0
1414,8.08,78.9,82.1,0,73,69,79,70,72,54,57,60,75,61,68,63,0,0,0,0,0,0,39,1
1415,8.71,94.4,83.7,1,69,64,59,66,52,46,63,57,61,66,62,54,0,0,1,0,54,0,0,0
1416,6.98,81.0,66.6,0,70,56,69,64,59,63,64,71,72,54,50,48,0,0,0,1,0,0,0,1
1417,7.61,78.1,77.3,0,44,51,37,37,30,44,61,59,43,52,46,59,0,0,0,1,0,0,0,0
1418,7.47,81.6,76.5,1,58,51,59,42,46,44,68,63,61,61,49,50,0,0,0,2,0,10,0,0
1419,7.21,78.8,71.6,0,71,72,63,58,68,50,67,67,75,55,60,54,2,74,1,1,48,48,0,1
1420,6.76,88.6,81.2,1,56,61,56,63,59,56,59,56,56,54,58,58,0,0,1,1,74,58,0,1
1421,8.31,84.1,85.2,0,62,58,70,57,61,50,77,77,73,67,57,48,0,0,0,0,0,10,0,1
1422,8.08,89.3,87.8,0,56,55,46,56,56,46,63,57,50,61,50,50,0,0,0,1,0,10,0,0
1423,7.55,81.2,79.5,0,51,23,45,51,44,45,47,53,53,75,63,68,0,0,0,2,0,0,49,1
1424,6.03,76.4,68.9,0,62,67,68,66,64,45,81,71,65,56,53,58,2,62,1,3,0,36,0,1
1425,7.58,85.1,72.5,2,75,59,57,70,66,70,54,58,67,71,60,60,0,0,0,0,0,0,0,1
1426,7.56,83.9,82.2,0,65,49,71,55,51,51,71,64,67,61,63,49,1,72,2,0,52,63,46,1
1427,6.99,78.6,73.5,0,75,61,73,67,67,57,59,60,61,53,65,55,0,0,2,0,0,0,23,1
1428,7.93,87.6,77.9,2,70,76,65,65,72,56,66,60,67,51,57,59,2,60,0,0,40,0,0,0
1429,7.41,76.6,85.6,2,69,70,70,68,61,53,84,74,73,60,53,46,0,0,2,1,0,37,0,1
1430,5.9,63.4,69.0,1,58,55,51,52,55,34,51,57,53,70,71,60,0,0,1,1,79,49,0,0
1431,5.99,70.2,71.5,0,68,60,61,55,65,64,65,55,68,64,63,65,0,0,0,0,0,0,45,1
1432,6.1,77.1,68.2,0,57,44,49,56,54,46,57,64,56,55,48,40,1,76,1,1,82,79,0,0
1433,7.61,88.2,87.9,0,41,30,38,31,50,29,59,63,45,84,76,71,2,52,0,0,0,0,0,1
1434,8.29,87.1,79.1,3,67,48,56,65,57,42,72,70,67,49,63,61,0,0,0,0,30,0,20,1
1435,6.34,78.1,69.3,1,77,71,68,68,73,65,59,58,71,61,61,55,0,0,1,0,22,0,0,1
1436,7.52,86.4,76.7,3,50,38,50,54,41,49,56,54,41,68,61,54,0,0,0,0,10,42,65,0
1437,6.19,71.7,72.1,0,54,44,74,61,64,47,83,76,72,72,56,62,2,55,0,0,0,0,0,1
1438,6.83,84.5,74.7,0,62,56,65,63,55,53,61,65,63,57,58,64,0,0,1,3,30,38,0,1
1439,7.12,80.6,81.3,0,56,33,66,52,58,47,75,70,54,55,60,55,0,0,1,1,0,0,0,1
1440,6.47,78.8,74.1,0,64,41,55,51,58,46,67,56,59,45,43,47,0,0,2,0,0,13,0,0
1441,8.49,80.0,89.1,0,74,64,63,63,71,48,52,54,65,66,57,59,0,0,1,0,25,44,62,1
1442,6.75,69.9,71.8,0,60,46,61,51,67,54,61,57,65,53,58,39,0,0,0,0,28,0,0,0
1443,5.91,75.2,76.6,0,54,34,55,43,38,36,61,52,51,61,53,63,0,0,1,2,0,10,0,1
1444,8.49,89.9,84.4,1,68,46,59,53,59,55,66,67,58,67,65,67,0,0,1,2,57,0,30,1
1445,6.54,75.3,68.8,0,67,50,58,50,62,50,73,67,69,62,57,66,0,0,2,0,73,0,43,1
1446,6.91,80.0,63.7,1,43,34,50,42,54,38,64,62,50,39,46,56,0,0,2,0,0,50,0,0
1447,7.48,81.6,80.5,0,59,54,60,51,49,44,76,67,59,70,57,58,0,0,1,0,0,0,0,1
1448,6.38,85.3,74.1,1,75,64,72,73,71,54,78,63,70,46,59,41,0,0,0,1,0,0,0,1
1449,9.18,94.8,90.8,0,54,48,58,53,59,50,63,63,65,48,53,44,0,0,0,1,0,0,0,1
1450,6.02,70.4,72.7,0,54,46,59,45,45,43,45,54,51,77,75,70,0,0,0,0,48,0,78,1
1451,6.17,69.8,78.8,2,68,57,66,56,70,57,63,59,58,66,63,57,0,0,0,0,40,18,29,0
1452,7.8,78.9,77.9,0,65,59,61,65,62,55,70,60,62,59,63,50,0,0,1,1,64,56,0,0
1453,6.77,68.2,67.7,2,59,52,48,57,54,57,62,52,59,64,69,55,4,55,1,1,62,43,0,1
1454,7.36,81.1,79.1,0,67,54,48,47,57,45,64,67,69,58,56,57,3,67,0,0,0,0,0,1
1455,7.14,84.5,83.1,0,45,50,54,45,57,48,66,63,57,57,49,44,1,63,1,1,29,0,28,0
1456,7.19,79.8,74.4,1,68,65,68,73,69,51,65,71,67,53,58,57,2,42,0,2,34,0,0,1
1457,5.97,72.4,63.6,0,69,54,54,47,56,40,58,58,55,62,61,47,0,0,0,0,0,0,0,0
1458,8.18,91.4,87.5,1,73,65,67,65,70,63,52,61,68,59,59,60,2,77,0,1,0,63,30,1
1459,7.11,76.5,77.8,1,61,46,57,48,56,47,61,55,58,66,70,72,1,59,1,0,60,40,75,1
1460,6.65,73.4,80.1,0,62,60,60,60,60,51,75,68,61,40,54,46,0,0,0,0,27,18,0,0
1461,7.6,83.0,79.9,2,67,68,68,64,64,42,59,67,70,55,49,54,0,0,0,1,0,31,0,1
1462,7.67,87.3,86.1,0,79,66,66,61,70,65,69,61,59,49,59,56,0,0,1,0,0,0,0,0
1463,7.48,81.1,77.1,1,58,57,73,48,55,53,76,76,77,68,67,63,0,0,0,0,0,0,51,1
1464,6.76,78.3,72.4,3,68,43,58,67,70,56,60,58,62,61,52,57,0,0,0,3,38,36,0,1
